0:00:01 - 0:00:13, [âm nhạc]
0:04:21 - 0:04:25, thông tin chứ nó không phải chỉ phụ
0:04:23 - 0:04:28, thuộc vào thông tin về mặt diện tích. Nó
0:04:25 - 0:04:32, có thể là diện tích nè, vị trí nè, số
0:04:28 - 0:04:35, phòng ngủ nè, rồi số năm xây dựng. Đó
0:04:32 - 0:04:37, thì đối với những cái
0:04:35 - 0:04:41, đặc trưng đầu vào này, chúng ta sẽ xác
0:04:37 - 0:04:43, định xem cái tính chất phụ thuộc giữa
0:04:41 - 0:04:46, giá nhà với lại các cái biến số đầu vào
0:04:43 - 0:04:47, này có tỉ lệ thuận hay tỉ lệ nghịch thì
0:04:46 - 0:04:51, chúng ta sẽ làm các cái phép phân tích
0:04:47 - 0:04:54, đó. Đó thì chúng ta à sử dụng cái độ đo
0:04:51 - 0:04:54, tương đồng
0:04:57 - 0:05:03, giữa giá nhà là output và cái một cái
0:05:00 - 0:05:06, biến x. y nào đó thì chúng ta thấy ví dụ
0:05:03 - 0:05:08, giá nhà theo diện tích thì nó sẽ là giá
0:05:06 - 0:05:10, nhà tỉ lệ thuận với diện tích. Nhưng
0:05:08 - 0:05:14, ngược lại đối với vị trí thì nó sẽ tỉ lệ
0:05:10 - 0:05:15, nghịch với lại cái à vị trí của mình.
0:05:14 - 0:05:17, Tức là cái khoảng cách đến trung tâm
0:05:15 - 0:05:20, chẳng hạn. Khoảng cách đến trung tâm
0:05:17 - 0:05:23, càng cao thì cái giá trị giá căn nhà của
0:05:20 - 0:05:26, mình sẽ càng thấp. Đó tương tự như vậy
0:05:23 - 0:05:29, thì giá nhà nó sẽ à tỉ lệ thuận với lại
0:05:26 - 0:05:31, cái số phòng hoặc là tỷ lệ nghịch với
0:05:29 - 0:05:33, lại cái số năm xây dựng. năm xây dựng
0:05:31 - 0:05:36, càng cao thì cái giá nhà của mình nó có
0:05:33 - 0:05:38, thể sẽ giảm dần.
0:05:36 - 0:05:42, Và tại sao chúng ta cần phải có nhiều
0:05:38 - 0:05:44, biến? Thì trong thực tế là một số cái à
0:05:42 - 0:05:49, kết quả hay còn gọi là output á thì
0:05:44 - 0:05:49, thường là bị chi phối bởi
0:05:50 - 0:05:54, nhiều cái yếu tố khác nhau. Đó. Ví dụ
0:05:52 - 0:05:57, giá nhà thì không chỉ phụ thuộc vào diện
0:05:54 - 0:06:00, tích mà nó còn phụ thuộc vào vị trí, vào
0:05:57 - 0:06:03, số phòng, vào năm xây dựng vân vân. rồi
0:06:00 - 0:06:06, lộ giới trước nhà. Nếu chúng ta chỉ dùng
0:06:03 - 0:06:08, một biến để
0:06:06 - 0:06:11, ô hình bỏ qua nhiều cái thông tin quan
0:06:08 - 0:06:14, trọng dẫn tới là cái việc kém trong cái
0:06:11 - 0:06:15, việc là dự đoán chính xác đó thì đó hay
0:06:14 - 0:06:18, còn gọi là overfitting hoặc là
0:06:15 - 0:06:21, underfitting. Thì nếu như cái dữ liệu
0:06:18 - 0:06:23, của mình nó không fit được thì đó là
0:06:21 - 0:06:28, underfit.
0:06:23 - 0:06:30, Và trong thực tế thì tường ta sẽ à có
0:06:28 - 0:06:32, nhiều cái đặc trưng để mô tả đối tượng
0:06:30 - 0:06:35, và việc sử dụng nhiều cái biến thì sẽ
0:06:32 - 0:06:38, giúp cho chúng ta khai thác tối đa cái
0:06:35 - 0:06:41, giá trị của dữ liệu.
0:06:38 - 0:06:42, Đó thì người ta gọi là dữ liệu trong cái
0:06:41 - 0:06:45, thời buổi ngày nay đó là dữ liệu là
0:06:42 - 0:06:48, vàng. Thì nếu như chúng ta biết cách và
0:06:45 - 0:06:51, khai thác được các cái đặc trưng dữ liệu
0:06:48 - 0:06:55, đầu vào để mà có thể tìm ra cái mối liên
0:06:51 - 0:06:58, kết liên đới đến cái à giá trị giá của
0:06:55 - 0:07:01, căn nhà đồ ra thì đó chính là những cái
0:06:58 - 0:07:05, công việc mà chúng ta cần phải làm đó là
0:07:01 - 0:07:09, tìm cách để khai thác những cái biến
0:07:05 - 0:07:13, giúp cho mô hình dự đoán chính xác hơn.
0:07:09 - 0:07:14, Thì sau đây là một cái dữ liệu tổng quát
0:07:13 - 0:07:17, cho cái tình huống đó là dự đoán giá căn
0:07:14 - 0:07:20, nhà. Thì đây chính là cái output I của
0:07:17 - 0:07:23, mình nè là cái mình cần dự đoán. Và toàn
0:07:20 - 0:07:26, bộ cái diện tích số phòng số 5 à xây
0:07:23 - 0:07:32, dựng tình trạng tổng thể thì nó chính là
0:07:26 - 0:07:35, X Y. Còn ở đây là Y E Y. Thì xy của mình
0:07:32 - 0:07:38, á nó có thể là 3 4 5 xin lỗi nó không có
0:07:35 - 0:07:42, tính cái cột cuối cùng chúng ta bỏ đi.
0:07:38 - 0:07:44, Như vậy thì nó sẽ thuộc R là R4. Thì bốn
0:07:42 - 0:07:47, cái đặc trưng này sẽ rất là đại diện cho
0:07:44 - 0:07:49, cái
0:07:47 - 0:07:51, cho cái dữ liệu của mình và cho cái mô
0:07:49 - 0:07:54, hình của mình.
0:07:51 - 0:07:57, Rồi vậy thì cái mô hình toán học của hồi
0:07:54 - 0:08:00, quy nhiều biến đó là gì? nó cũng hoàn
0:07:57 - 0:08:03, toàn tương tự như là hồi quyến tính mà
0:08:00 - 0:08:04, một biến. Thì đối với trường hợp mà
0:08:03 - 0:08:06, chúng ta chỉ bị phụ thuộc bởi duy nhất
0:08:04 - 0:08:12, một biến
0:08:06 - 0:08:16, đó thì chúng ta có thể à
0:08:12 - 0:08:17, khai thác để mà phát triển thêm cái công
0:08:16 - 0:08:22, thức của mình. Ví dụ như đối với trường
0:08:17 - 0:08:24, hợp mà một biến thì là wx cộng b đó.
0:08:22 - 0:08:27, Nhưng nếu chúng ta muốn nâng lên là dự
0:08:24 - 0:08:35, biến thì chúng ta có thể rã cái này ra
0:08:27 - 0:08:37, thành là W1 x1 cộng cho W2 X2 cộng chấm
0:08:35 - 0:08:40, chấm chấm. Và cuối cùng thì chúng ta mới
0:08:37 - 0:08:43, cộng cho cái bias. Thì đây chính là cái
0:08:40 - 0:08:45, tiền đề để dẫn nhập cho việc áp dụng mô
0:08:43 - 0:08:49, hình hồi quyến tính mà chỉ có một biến
0:08:45 - 0:09:01, sang cái mô hình đa biến.
0:08:49 - 0:09:01, [âm nhạc]
