0:00:01 - 0:00:13, [âm nhạc]
0:06:07 - 0:06:14, lại các trọng số đó theo cái tốc độ học
0:06:10 - 0:06:17, learning ray alpha và dừng lại khi thuật
0:06:14 - 0:06:19, toán nó hội tụ tức là khi ví dụ như khi
0:06:17 - 0:06:23, à các thay đổi của đập
0:06:19 - 0:06:26, L và B rất nhỏ hoặc là số vòng lọc đạt
0:06:23 - 0:06:26, tối đa.
0:06:32 - 0:06:36, Một số vấn đề khi huấn luyện.
0:06:36 - 0:06:40, Chúng ta sẽ tìm hiểu một kỹ thuật giúp
0:06:38 - 0:06:42, radian design hoạt động hiệu quả hơn
0:06:40 - 0:06:44, trong trường hợp nhiều đặc trưng đó là
0:06:42 - 0:06:47, feature scaling.
0:06:44 - 0:06:49, Tỷ lệ hóa đặc trưng. Trong thực tế thì
0:06:47 - 0:06:51, các đặc trưng trong dữ liệu thường có
0:06:49 - 0:06:55, giải giá trị rất khác nhau. Ví dụ như
0:06:51 - 0:06:57, khi dự đoán giá nhà, diện tích giá nhà
0:06:55 - 0:07:00, có thể từ vài trăm đến vài nghìn. Trong
0:06:57 - 0:07:02, khi đó số phòng ngủ thì chỉ từ 0 đến 5.
0:07:00 - 0:07:04, Điều này dẫn đến việc các trọng số tương
0:07:02 - 0:07:05, ứng cũng phải điều chỉnh theo. Trọng số
0:07:04 - 0:07:08, gắn với đặc trưng lớn thường nhỏ, còn
0:07:05 - 0:07:10, đặc trưng nhỏ thì ngược lại. Nếu ta vẽ
0:07:08 - 0:07:12, các tham số và hàm chi phí thì sẽ thấy
0:07:10 - 0:07:14, các đường đồng mức bị kéo dài và dẹt
0:07:12 - 0:07:16, khiến cho gradient des phải đi loanh
0:07:14 - 0:07:20, quanh mất nhiều thời gian để hội tụ cực
0:07:16 - 0:07:22, tiểu. Giải pháp là chúng ta sẽ dùng vure
0:07:20 - 0:07:24, scaling tức là biến đổi các đặc trưng về
0:07:22 - 0:07:26, cùng một giải giá trị. Ví dụ như đều
0:07:24 - 0:07:28, trong khoảng từ 0 đến 1. Khi đó các
0:07:26 - 0:07:30, đường đồng bức sẽ trở nên tròn hơn
0:07:28 - 0:07:33, gradient desen có thể đi thẳng tới cực
0:07:30 - 0:07:34, tiểu nhanh hơn. Tóm lại là khi có các
0:07:33 - 0:07:36, giải giá trị đặt khác biệt thì việc
0:07:34 - 0:07:41, chuẩn hóa giúp tăng tốc và ổn định quá
0:07:36 - 0:07:41, trình hóa tối ưu hóa của gradient desen.
0:07:43 - 0:07:46, Chúng ta sẽ tìm hiểu về một phương pháp
0:07:44 - 0:07:49, feature scan rất phổ biến đó là min
0:07:46 - 0:07:51, normalization. Thì min normalization là
0:07:49 - 0:07:54, một kỹ thuật để đưa dữ liệu về quanh giá
0:07:51 - 0:07:56, trị zero dựa vào giá trị trung bình và
0:07:54 - 0:07:58, nổ rộng của khoảng giá trị. Thì cách làm
0:07:56 - 0:08:00, này giúp các feature có than đo khác
0:07:58 - 0:08:02, biệt được đưa về cùng một mặt bằng và từ
0:08:00 - 0:08:05, đó giúp mô hình machine learning học
0:08:02 - 0:08:07, hiệu quả hơn. Công thức của min
0:08:05 - 0:08:08, nobelization được trình bày như trên
0:08:07 - 0:08:10, hình vẽ.
0:08:08 - 0:08:12, Ở trong đó thì chúng ta thấy thấy sau
0:08:10 - 0:08:15, khi giá trị sau khi hồi tụ thì bằng giá
0:08:12 - 0:08:19, trị góc trừ tức là giá trị trung bình
0:08:15 - 0:08:22, min của feature và và chia cho x max trừ
0:08:19 - 0:08:24, x min là lần lượt là giá trị lớn nhất và
0:08:22 - 0:08:25, nhỏ nhất của feature. Thì sau khi áp
0:08:24 - 0:08:27, dụng công thức này các giá trị của
0:08:25 - 0:08:29, feature sẽ được phân bố quanh 0 nhưng
0:08:27 - 0:08:33, giá trị có thể nằm ngoài -1 hoặc 1 tùy
0:08:29 - 0:08:33, vào phân bối của dữ liệu.
0:08:35 - 0:08:40, Chúng ta sẽ cùng phân tích ưu và nhược
0:08:37 - 0:08:42, điểm và khi nào nên sử dụng phương pháp
0:08:40 - 0:08:44, min normalization. Đối với ưu điểm thì
0:08:42 - 0:08:46, min normalization giúp đưa các feature
0:08:44 - 0:08:49, về quan zero và từ đó giảm được hiện
0:08:46 - 0:08:51, tượng byas do các feature có scale khác
0:08:49 - 0:08:54, biệt. Ngoài ra phương pháp này rất đơn
0:08:51 - 0:08:57, giản và dễ tính toán phù hợp, dễ để áp
0:08:54 - 0:08:58, dụng nhanh trong nhiều trường hợp. Tuy
0:08:57 - 0:09:00, nhiên phương pháp này cũng có một số
0:08:58 - 0:09:02, nhược điểm.
0:09:00 - 0:09:04, Min normalization khá nhạy cảm với
0:09:02 - 0:09:07, outlier. Tức là nếu dữ liệu có các giá
0:09:04 - 0:09:09, trị ngoại lệ lớn thì giá trị max hoặc
0:09:07 - 0:09:11, min sẽ bị kéo lên làm cho kết quả chuẩn
0:09:09 - 0:09:13, hóa không còn ý nghĩa. Phương pháp này
0:09:11 - 0:09:16, cũng không phù hợp với các dữ liệu có
0:09:13 - 0:09:17, phân phối lệch mạnh vì trung bình và
0:09:16 - 0:09:20, khoảng giá trị sẽ không phản ánh đúng
0:09:17 - 0:09:23, bản chất của dữ liệu. Vậy khi nào chúng
0:09:20 - 0:09:26, ta nên dùng min normalization? Thứ nhất
0:09:23 - 0:09:27, là dữ liệu bạn không có outlier quá lớn.
0:09:26 - 0:09:29, Và thứ hai khi bạn muốn các feature được
0:09:27 - 0:09:31, chuẩn hóa về quanh không nhưng vẫn giữ
0:09:29 - 0:09:34, được tỉ lệ giờ các giá trị chứ không bị
0:09:31 - 0:09:38, nén vào một khoảng cố định như min max
0:09:34 - 0:09:40, scaling từ -1 tới 1. Như vậy
0:09:38 - 0:09:41, normalization min normalization là một
0:09:40 - 0:09:43, lựa chọn tốt trong các trường hợp dữ
0:09:41 - 0:09:46, liệu khá sạch không có ngoại lệ lớn và
0:09:43 - 0:09:48, bạn muốn giữ lại sự tỷ lệ giữa các giá
0:09:46 - 0:09:49, trị góc
0:09:48 - 0:09:52, chúng ta sẽ tìm hiểu về một phương pháp
0:09:49 - 0:09:53, chuẩn khoác khóa khác đó là Z score
0:09:52 - 0:09:55, normalization hay còn gọi là
0:09:53 - 0:09:57, standardization
0:09:55 - 0:10:00, thì khác với min normalization yes score
0:09:57 - 0:10:02, normalization chuẩn hóa dữ liệu dựa trên
0:10:00 - 0:10:06, trung bình và độ lệch chuẩn của từng
0:10:02 - 0:10:09, features sau khi áp dụng phương pháp này
0:10:06 - 0:10:11, các giá trị sẽ được chuyển về có dạng
0:10:09 - 0:10:14, trung bình là 0 và độ lịch chuẩn là 1.
0:10:11 - 0:10:16, Công thức của score như sau. Tức x' thì
0:10:14 - 0:10:18, bằng x là giá trị góc ban đầu trừ mi và
0:10:16 - 0:10:20, chia cho
0:10:18 - 0:10:22, sigma.
0:10:20 - 0:10:26, Trong đó thì mi là giá trị trung bình
0:10:22 - 0:10:26, của feature và sigma là độ lịch chuẩn.
0:10:28 - 0:10:34, Ưu điểm của
0:10:31 - 0:10:37, Z score normalization là giúp dữ liệu có
0:10:34 - 0:10:39, phân phối gần chuẩn được chuẩn hóa hiệu
0:10:37 - 0:10:40, quả loại bỏ ảnh hưởng của scale đồng
0:10:39 - 0:10:42, thời không bị giới hạn trong một khoảng
0:10:40 - 0:10:45, cố định như min max scaling. Tuy nhiên
0:10:42 - 0:10:47, nếu dữ liệu có outl và giá trị chuẩn hóa
0:10:45 - 0:10:49, có thể vượt xa khoảng -11 nên chúng ta
0:10:47 - 0:10:52, cũng cần lưu ý khi áp dụng phương pháp
0:10:49 - 0:10:54, này.
0:10:52 - 0:10:56, Feature engineering. Chúng ta sẽ cùng
0:10:54 - 0:10:57, tìm hiểu về Future Engineering, một biết
0:10:56 - 0:11:00, rất quan trọng trong quá trình xây dựng
0:10:57 - 0:11:02, mô hình học máy. Feuture Engineering hay
0:11:00 - 0:11:04, còn gọi là kỹ thuật xây dựng đặc trưng
0:11:02 - 0:11:06, là quá trình tạo ra hoặc biến đổi các
0:11:04 - 0:11:08, đặc trưng đầu vào cho mô hình học máy.
0:11:06 - 0:11:10, Có nhiều cách thực hiện điều này. Điều
0:11:08 - 0:11:13, đơn giản nhất là biến đổi feature gốc.
0:11:10 - 0:11:16, Ví dụ như lấy lock bình phương hoặc lấy
0:11:13 - 0:11:18, căn bậc hai của một features. Ngoài ra
0:11:16 - 0:11:21, chúng ta cũng có thể kết hợp các feature
0:11:18 - 0:11:22, góc với nhau để tạo ra feature mới. Ví
0:11:21 - 0:11:24, dụ điện hình với dữ liệu nhà đất thay vì
0:11:22 - 0:11:26, chỉ dùng chiều rộng và chiều sau thì
0:11:24 - 0:11:30, chúng ta có thể tạo ra thêm future diện
0:11:26 - 0:11:32, tích bằng cách nhân hai giá trị này lại.
0:11:30 - 0:11:33, Việc xây dựng được những đặc trưng phù
0:11:32 - 0:11:35, hợp sẽ giúp mô hình học tốt hơn và dự
0:11:33 - 0:11:37, đoán chính xác hơn. Thậm chí trong nhiều
0:11:35 - 0:11:39, trường hợp thực tế, Feature Engineering
0:11:37 - 0:11:42, còn quan trọng hơn cả việc lựa chọn thực
0:11:39 - 0:11:44, toán học máy. Nhờ Feature Engineering,
0:11:42 - 0:11:46, mô hình có khả năng khai thác và tận
0:11:44 - 0:11:48, dụng các mối quan hệ phức tạp ẩn trong
0:11:46 - 0:11:50, dữ liệu mà các mô hình tuyến tính thông
0:11:48 - 0:11:52, thường có thể bỏ qua. Đây chính là lý do
0:11:50 - 0:11:54, mà kỹ thuật này luôn được xem là một
0:11:52 - 0:11:58, trong những yếu tố then chốt quyết định
0:11:54 - 0:12:01, đến hiệu quả của hệ thống học máy.
0:11:58 - 0:12:03, Polynomial regression. Tiếp theo thì
0:12:01 - 0:12:04, chúng ta sẽ tìm hiểu về polynomial
0:12:03 - 0:12:07, regression hay còn gọi là hồi quy đa
0:12:04 - 0:12:09, thức. Polynomial regression là một mở
0:12:07 - 0:12:11, rộng của linear regression cho phép mô
0:12:09 - 0:12:13, hình hóa các mối quan hệ phi tuyến tính
0:12:11 - 0:12:16, giữa đặc chân đầu vào và giá trị cần dự
0:12:13 - 0:12:18, đoán. Cụ thể, thay vì sử dụng feature
0:12:16 - 0:12:20, góc thì chúng ta sẽ tạo thêm các feature
0:12:18 - 0:12:23, mới bằng cách lấy luy thừa của feature
0:12:20 - 0:12:26, ví dụ như x bình x m 3. Vậy tại sao
0:12:23 - 0:12:28, chúng ta cần polynomial regression?
0:12:26 - 0:12:30, Thì linear regression chỉ phù hợp khi dữ
0:12:28 - 0:12:32, liệu có xu hướng tiến tính. Tức là các
0:12:30 - 0:12:35, điểm dữ liệu nằm gần một đường thẳng.
0:12:32 - 0:12:37, Tuy nhiên trong thực tế nhiều bài toán
0:12:35 - 0:12:39, có dữ liệu dạng công hoặc phức tạp khi
0:12:37 - 0:12:41, đó line region có thể không mô hình hóa
0:12:39 - 0:12:43, tốt mối quan hệ giữa feature và target.
0:12:41 - 0:12:45, Thế thì polynomial regression sẽ giúp
0:12:43 - 0:12:47, chúng ta khắc phục nhược điểm này bằng
0:12:45 - 0:12:50, cách cho phép mô hình học các mối quan
0:12:47 - 0:12:52, hệ phi tuyến. Ví dụ với các bài toán dự
0:12:50 - 0:12:54, báo giá nhà theo diện tích, nếu dữ liệu
0:12:52 - 0:12:56, thực tế có dạng cong thì lini regression
0:12:54 - 0:12:58, sẽ không cho kết quả chính xác. Nhưng
0:12:56 - 0:13:01, với polynomial regression, mô hình có
0:12:58 - 0:13:05, thể fitting được một đường cong phù hợp
0:13:01 - 0:13:05, hơn với xu hướng dữ liệu của thực tế.
0:13:08 - 0:13:12, Tiếp theo thì chúng ta sẽ xem cách xây
0:13:09 - 0:13:13, dựng polynomial regression và cách kỹ
0:13:12 - 0:13:16, thuật này liên quan đến feature
0:13:13 - 0:13:17, engineering. Thực chất thì polynomial
0:13:16 - 0:13:18, regression là một ví dụ điển hình của
0:13:17 - 0:13:21, việc xây dựng đặc chân feature
0:13:18 - 0:13:22, engineering. Ở đây thay vì chỉ sử dụng
0:13:21 - 0:13:24, feature gốc thì chúng ta chủ động tạo ra
0:13:22 - 0:13:26, các feature mới bằng cách lấy lũy thừa
0:13:24 - 0:13:29, bậc hai, bậc ba hoặc áp dụng các phép
0:13:26 - 0:13:30, biến đổi phi tuyến khác lên feature gốc.
0:13:29 - 0:13:32, Ví dụ với dữ liệu diện tích giá nhà thì
0:13:30 - 0:13:35, có thể tạo thêm diện tích bình phương
0:13:32 - 0:13:37, hoặc diện tích mũ 3. Và sau khi mở rộng
0:13:35 - 0:13:39, tập feature như vậy thì chúng ta vẫn áp
0:13:37 - 0:13:42, dụng linear regression để huấn luyện mô
0:13:39 - 0:13:43, hình trên các feature mới này. Nhờ quá
0:13:42 - 0:13:45, trình feature engineering, mô hình không
0:13:43 - 0:13:47, còn bị giới hạn trong việc học các mối
0:13:45 - 0:13:49, quan hệ tuyến tính mà có thể học được cả
0:13:47 - 0:13:52, mối quan hệ phi tuyến giữa feature và
0:13:49 - 0:13:55, giá trị báo. Tuy nhiên thì khi sử dụng
0:13:52 - 0:13:57, polynomial regression có một số điểm cần
0:13:55 - 0:13:59, lưu ý đó là các feature bậc cao thường
0:13:57 - 0:14:01, có giá trị rất lớn gây mất cân bằng và
0:13:59 - 0:14:04, làm cho quá trình tối ưu trở nên khó
0:14:01 - 0:14:06, khăn. Vì vậy chúng ta nên thực hiện
0:14:04 - 0:14:09, feature scaling để chuẩn hóa tất cả các
0:14:06 - 0:14:10, feature về cùng một thang đo. Ngoài ra
0:14:09 - 0:14:12, việc lựa chọn bậc đa thức cũng rất quan
0:14:10 - 0:14:14, trọng. Nếu chọn bậc đ thấp quá thấp thì
0:14:12 - 0:14:16, mô hình sẽ không đủ linh hoạt under
0:14:14 - 0:14:18, fitting. Còn nếu mô hình chọn bậc quá
0:14:16 - 0:14:20, cao thì sẽ dẫn đến hiện tượng
0:14:18 - 0:14:22, overfitting tức là mô hình học thuộc
0:14:20 - 0:14:26, lòng dữ liệu mà không tổng quạt khóa
0:14:22 - 0:14:26, được cho dữ liệu mới.
0:14:31 - 0:14:38, Đây là các cái ví dụ liên quan tới
0:14:36 - 0:14:43, underfitting, overfitting và good fit mà
0:14:38 - 0:14:43, chúng ta đã đề cập ở bài trước.
0:14:46 - 0:14:58, [âm nhạc]
