0:00:01 - 0:00:16, [âm nhạc]
0:06:12 - 0:06:17, à cái thành phần bias này nó sẽ đại diện
0:06:15 - 0:06:19, cho tất cả những cái thông tin mà không
0:06:17 - 0:06:22, có được kiểm soát bởi cái Excel vào thì
0:06:19 - 0:06:25, nó sẽ dồn hết vào trong cái B. Và đương
0:06:22 - 0:06:26, nhiên chúng ta sẽ giả định rằng là B
0:06:25 - 0:06:29, trong trường hợp này sau khi chúng ta
0:06:26 - 0:06:33, huấn luyện xong thì đó là một cái à tham
0:06:29 - 0:06:35, số cố định nó không có biến động. Trong
0:06:33 - 0:06:38, khi x của mình đó là cái đặc trưng đầu
0:06:35 - 0:06:40, vào thì đó là biến động. Và khi x chúng
0:06:38 - 0:06:43, ta thay đổi thì nó sẽ đưa đến cái giá
0:06:40 - 0:06:45, trị y ngã của chúng ta là cái giá trị dự
0:06:43 - 0:06:47, đoán của mình cũng sẽ thay đổi. Đó thì
0:06:45 - 0:06:50, vì cái các cái thông tin mà chúng ta
0:06:47 - 0:06:52, không kiểm soát được á nên chúng ta sẽ
0:06:50 - 0:06:56, cho nó neo lại nó cố định. Còn đương
0:06:52 - 0:06:57, nhiên về thực tế thì khi chúng ta huấn
0:06:56 - 0:06:59, luyện với những cái tình huống phức tạp
0:06:57 - 0:07:02, thì có thể chúng ta sẽ phải update lại
0:06:59 - 0:07:05, cái mô hình của mình nhiều lần để cho nó
0:07:02 - 0:07:09, có thể à giải quyết được cái vấn đề đó
0:07:05 - 0:07:12, là à tham số X và B thì B nó có thể cập
0:07:09 - 0:07:14, nhật được theo cái xu hướng mới. B có
0:07:12 - 0:07:17, thể cập nhật theo cái xu hướng mới. Đối
0:07:14 - 0:07:20, với những cái biến mà có tác động không
0:07:17 - 0:07:22, à gọi là chúng ta không kiểm soát nó. Ừ,
0:07:20 - 0:07:25, chúng ta không biết trước đó là cái gì
0:07:22 - 0:07:27, nhưng nó vẫn có tác động đến cái giá của
0:07:25 - 0:07:30, hoặc là cái output của mình. Thì đó
0:07:27 - 0:07:34, chính là cái câu hỏi thảo luận đầu tiên
0:07:30 - 0:07:46, về vai trò của tham số B.
0:07:34 - 0:07:46, [âm nhạc]
